FINCA;ITEMS;UNIFICACION;USD;Año;Has;Valor inicial;Fincas;% de mod;USD Final
03 - PUENTE ALTO;PERSONAL FINCA;Contratados;3.332;2020;26,18;0;Fincas Viejas;0,070345317;3.332
03 - PUENTE ALTO;PERSONAL FINCA;Permanentes;20.485;2020;26,18;0;Fincas Viejas;0,254875141;20.485
03 - PUENTE ALTO;PERSONAL FINCA;Cargas Sociales;5.039;2020;26,18;0;Fincas Viejas;0,263734012;5.039
03 - PUENTE ALTO;PERSONAL FINCA;Encargados;6.482;2020;26,18;0;Fincas Viejas;0,327925803;6.482
03 - PUENTE ALTO;PERSONAL FINCA;Direccion Tecnica;2.012;2020;26,18;0;Fincas Viejas;0,18;2.012
03 - PUENTE ALTO;SECADO;Jornales Secado;1.991;2020;26,18;0;Fincas Viejas;0,094745976;1.991
01 - LA CHIMBERA;SECADO;Combustible Secado;87;2020;40,5;0;Fincas Viejas;0,045438677;87
03 - PUENTE ALTO;SECADO;Combustible Secado;69;2020;26,18;0;Fincas Viejas;0,036350941;69
01 - LA CHIMBERA;INVERSIONES;Inversiones;10.447;2020;40,5;0;Fincas Viejas;0,250478744;10.447
02 - CAMINO TRUNCADO;INVERSIONES;Inversiones;23.045;2020;78,5538;0;Fincas Viejas;0,552507334;23.045
03 - PUENTE ALTO;INVERSIONES;Inversiones;8.217;2020;26,18;0;Fincas Viejas;0,197013922;8.217
02 - CAMINO TRUNCADO;FITOSANITARIOS;Herbicidas;5.005;2020;78,5538;0;Fincas Viejas;0,512593498;5.005
02 - CAMINO TRUNCADO;FITOSANITARIOS;Insecticidas;245;2020;78,5538;0;Fincas Viejas;0,792345722;245
01 - LA CHIMBERA;FITOSANITARIOS;Herbicidas;2.944;2020;40,5;0;Fincas Viejas;0,301449983;2.944
01 - LA CHIMBERA;FITOSANITARIOS;Insecticidas;64;2020;40,5;0;Fincas Viejas;0,207654278;64
03 - PUENTE ALTO;FITOSANITARIOS;Herbicidas;1.816;2020;26,18;0;Fincas Viejas;0,185956519;1.816
02 - CAMINO TRUNCADO;FERTILIZANTES;Inorganicos;34.880;2020;78,5538;0;Fincas Viejas;0,524077681;34.880
01 - LA CHIMBERA;FERTILIZANTES;Inorganicos;26.250;2020;40,5;0;Fincas Viejas;0,39441268;26.250
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;1.146;2020;78,5538;0;Fincas Viejas;0,593452896;1.146
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;476;2020;40,5;0;Fincas Viejas;0,24665788;476
03 - PUENTE ALTO;FERTILIZANTES;Inorganicos;5.425;2020;26,18;0;Fincas Viejas;0,081509639;5.425
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;309;2020;26,18;0;Fincas Viejas;0,159889224;309
02 - CAMINO TRUNCADO;COSECHA;Combustible Cosecha;1.166;2020;78,5538;0;Fincas Viejas;0,711565793;1.166
01 - LA CHIMBERA;COSECHA;Combustible Cosecha;239;2020;40,5;0;Fincas Viejas;0,145546372;239
02 - CAMINO TRUNCADO;COSECHA;Cosecha;30.394;2020;78,5538;0;Fincas Viejas;0,629349831;30.394
03 - PUENTE ALTO;COSECHA;Cosecha;6.497;2020;26,18;0;Fincas Viejas;0,134535281;6.497
01 - LA CHIMBERA;COSECHA;Cosecha;11.403;2020;40,5;0;Fincas Viejas;0,236114887;11.403
03 - PUENTE ALTO;COSECHA;Combustible Cosecha;234;2020;26,18;0;Fincas Viejas;0,142887834;234
01 - LA CHIMBERA;COSECHA;Flete Cosecha;11.299;2020;40,5;0;Fincas Viejas;0,703160909;11.299
03 - PUENTE ALTO;COSECHA;Flete Cosecha;1.727;2020;26,18;0;Fincas Viejas;0,107473671;1.727
02 - CAMINO TRUNCADO;SECADO;Combustible secado;362;2020;78,5538;0;Fincas Viejas;0,190122079;362
01 - LA CHIMBERA;SECADO;Combustible secado;11;2020;40,5;0;Fincas Viejas;0,005708004;11
03 - PUENTE ALTO;SECADO;Combustible secado;234;2020;26,18;0;Fincas Viejas;0,122577219;234
02 - CAMINO TRUNCADO;COSECHA;Flete Cosecha;3.043;2020;78,5538;0;Fincas Viejas;0,189365421;3.043
02 - CAMINO TRUNCADO;COSECHA;Alquiler Maquinaria Cos;10.646;2020;78,5538;0;Fincas Viejas;0,593850578;10.646
03 - PUENTE ALTO;COSECHA;Alquiler Maquinaria Cos;3.765;2020;26,18;0;Fincas Viejas;0,210035892;3.765
01 - LA CHIMBERA;COSECHA;Alquiler Maquinaria Cos;3.516;2020;40,5;0;Fincas Viejas;0,196113529;3.516
03 - PUENTE ALTO;SECADO;Alquiler Maquinaria Sec;2.099;2020;26,18;0;Fincas Viejas;0,18;2.099
01 - LA CHIMBERA;SECADO;Alquiler Maquinaria Sec;3.264;2020;40,5;0;Fincas Viejas;0,28;3.264
02 - CAMINO TRUNCADO;SECADO;Alquiler Maquinaria Sec;6.296;2020;78,5538;0;Fincas Viejas;0,54;6.296
02 - CAMINO TRUNCADO;FITOSANITARIOS;Fungicidas;360;2020;78,5538;0;Fincas Viejas;0,539999951;360
02 - CAMINO TRUNCADO;SECADO;Flete Secado;1.190;2020;78,5538;0;Fincas Viejas;0,54;1.190
01 - LA CHIMBERA;FITOSANITARIOS;Fungicidas;187;2020;40,5;0;Fincas Viejas;0,279999902;187
01 - LA CHIMBERA;SECADO;Flete Secado;617;2020;40,5;0;Fincas Viejas;0,28;617
03 - PUENTE ALTO;FITOSANITARIOS;Fungicidas;120;2020;26,18;0;Fincas Viejas;0,180000146;120
03 - PUENTE ALTO;SECADO;Flete Secado;397;2020;26,18;0;Fincas Viejas;0,18;397
01 - LA CHIMBERA;FITOSANITARIOS;Hormonas;466;2020;40,5;0;Fincas Viejas;1;466
02 - CAMINO TRUNCADO;ADMINISTRACION;Administracion Rosario;24.440;2020;78,5538;48023;Fincas Viejas;0,54;25.932
01 - LA CHIMBERA;ADMINISTRACION;Administracion Rosario;12.672;2020;40,5;48023;Fincas Viejas;0,28;13.446
03 - PUENTE ALTO;ADMINISTRACION;Administracion Rosario;8.147;2020;26,18;48023;Fincas Viejas;0,18;8.644
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;4.262;2021;78,5538;7753,246158;Fincas Viejas;0,549651272;4.262
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;7.267;2021;78,5538;12175,92527;Fincas Viejas;0,596850907;7.267
02 - CAMINO TRUNCADO;FITOSANITARIOS;Herbicidas;3.884;2021;78,5538;10125,91834;Fincas Viejas;0,560331943;3.884
02 - CAMINO TRUNCADO;FITOSANITARIOS;Insecticidas;601;2021;78,5538;315,1507937;Fincas Viejas;0,758611504;601
02 - CAMINO TRUNCADO;Energia Fincas;Energia Fincas;5.438;2021;78,5538;0;Fincas Viejas;0,212275897;5.438
02 - CAMINO TRUNCADO;SECADO;Combustible Secado;1.190;2021;78,5538;1205,284616;Fincas Viejas;0,987536001;1.190
02 - CAMINO TRUNCADO;ADMINISTRACION;Administracion San Juan;17.471;2021;78,5538;48842,7587;Fincas Viejas;0,447196263;17.471
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones Repuestos;22.156;2021;78,5538;37694,38232;Fincas Viejas;0,587790235;22.156
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;2.838;2021;40,5;12175,92527;Fincas Viejas;0,233050861;2.838
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;2.447;2021;40,5;7753,246158;Fincas Viejas;0,315608372;2.447
01 - LA CHIMBERA;ADMINISTRACION;Administracion San Juan;8.662;2021;40,5;48842,7587;Fincas Viejas;0,22171495;8.662
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;2.071;2021;26,18;12175,92527;Fincas Viejas;0,170098232;2.071
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;1.045;2021;26,18;7753,246158;Fincas Viejas;0,134740355;1.045
02 - CAMINO TRUNCADO;PERSONAL FINCA;Contratados;27.721;2021;78,5538;42807,33153;Fincas Viejas;0,678382679;27.721
03 - PUENTE ALTO;ADMINISTRACION;Administracion San Juan;5.599;2021;26,18;48842,7587;Fincas Viejas;0,143305063;5.599
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones Repuestos;6.633;2021;26,18;37694,38232;Fincas Viejas;0,175960433;6.633
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones Repuestos;8.905;2021;40,5;37694,38232;Fincas Viejas;0,236249332;8.905
03 - PUENTE ALTO;Energia Fincas;Energia Fincas;2.739;2021;26,18;0;Fincas Viejas;0,10690849;2.739
03 - PUENTE ALTO;INVERSIONES;Inversiones;53.029;2021;26,18;108810,2315;Fincas Viejas;0,487353405;53.029
02 - CAMINO TRUNCADO;PERSONAL FINCA;Direccion Tecnica;5.063;2021;78,5538;10740,6986;Fincas Viejas;0,54;5.063
02 - CAMINO TRUNCADO;PERSONAL FINCA;Encargados;5.820;2021;78,5538;19054,10855;Fincas Viejas;0,353282428;5.820
01 - LA CHIMBERA;PERSONAL FINCA;Direccion Tecnica;2.625;2021;40,5;10740,6986;Fincas Viejas;0,28;2.625
01 - LA CHIMBERA;PERSONAL FINCA;Contratados;9.326;2021;40,5;42807,33153;Fincas Viejas;0,228224003;9.326
03 - PUENTE ALTO;PERSONAL FINCA;Direccion Tecnica;1.688;2021;26,18;10740,6986;Fincas Viejas;0,18;1.688
03 - PUENTE ALTO;PERSONAL FINCA;Encargados;5.615;2021;26,18;19054,10855;Fincas Viejas;0,340807846;5.615
01 - LA CHIMBERA;PERSONAL FINCA;Encargados;5.040;2021;40,5;19054,10855;Fincas Viejas;0,305909726;5.040
03 - PUENTE ALTO;PERSONAL FINCA;Contratados;3.479;2021;26,18;42807,33153;Fincas Viejas;0,085132242;3.479
02 - CAMINO TRUNCADO;PERSONAL FINCA;Permanentes;31.217;2021;78,5538;78791,46894;Fincas Viejas;0,424144857;31.217
01 - LA CHIMBERA;PERSONAL FINCA;Permanentes;25.673;2021;40,5;78791,46894;Fincas Viejas;0,348823015;25.673
03 - PUENTE ALTO;PERSONAL FINCA;Permanentes;16.710;2021;26,18;78791,46894;Fincas Viejas;0,227032128;16.710
02 - CAMINO TRUNCADO;PERSONAL FINCA;Cargas Sociales;9.919;2021;78,5538;18770,91799;Fincas Viejas;0,421082565;9.919
01 - LA CHIMBERA;PERSONAL FINCA;Cargas Sociales;7.812;2021;40,5;18770,91799;Fincas Viejas;0,331658029;7.812
03 - PUENTE ALTO;PERSONAL FINCA;Cargas Sociales;5.824;2021;26,18;18770,91799;Fincas Viejas;0,247259406;5.824
02 - CAMINO TRUNCADO;ADMINISTRACION;Administracion Rosario;30.118;2021;78,5538;43722,49651;Fincas Viejas;0,54;30.118
01 - LA CHIMBERA;ADMINISTRACION;Administracion Rosario;15.617;2021;40,5;43722,49651;Fincas Viejas;0,28;15.617
03 - PUENTE ALTO;ADMINISTRACION;Administracion Rosario;10.039;2021;26,18;43722,49651;Fincas Viejas;0,18;10.039
01 - LA CHIMBERA;Energia Fincas;Energia Fincas;17.442;2021;40,5;0;Fincas Viejas;0,680815612;17.442
02 - CAMINO TRUNCADO;SECADO;Jornales Secado;32.100;2021;78,5538;32859,93753;Fincas Viejas;0,976871468;32.100
01 - LA CHIMBERA;SECADO;Jornales Secado;370;2021;40,5;32859,93753;Fincas Viejas;0,011261367;370
03 - PUENTE ALTO;SECADO;Jornales Secado;238;2021;26,18;32859,93753;Fincas Viejas;0,00723945;238
02 - CAMINO TRUNCADO;FERTILIZANTES;Inorganicos;45.214;2021;78,5538;69982,90917;Fincas Viejas;0,500058848;45.214
02 - CAMINO TRUNCADO;ADMINISTRACION;Administracion San Juan;3.963;2021;78,5538;48842,7587;Fincas Viejas;0,101435546;3.963
01 - LA CHIMBERA;FERTILIZANTES;Inorganicos;28.942;2021;40,5;69982,90917;Fincas Viejas;0,320100565;28.942
01 - LA CHIMBERA;ADMINISTRACION;Administracion San Juan;2.053;2021;40,5;48842,7587;Fincas Viejas;0,052538686;2.053
03 - PUENTE ALTO;ADMINISTRACION;Administracion San Juan;1.321;2021;26,18;48842,7587;Fincas Viejas;0,033809492;1.321
02 - CAMINO TRUNCADO;INVERSIONES;Inversiones;39.727;2021;78,5538;108810,2315;Fincas Viejas;0,365107556;39.727
01 - LA CHIMBERA;INVERSIONES;Inversiones;16.054;2021;40,5;108810,2315;Fincas Viejas;0,147539039;16.054
01 - LA CHIMBERA;FITOSANITARIOS;Insecticidas;116;2021;40,5;315,1507937;Fincas Viejas;0,146932055;116
01 - LA CHIMBERA;FITOSANITARIOS;Herbicidas;1.929;2021;40,5;10125,91834;Fincas Viejas;0,278363867;1.929
03 - PUENTE ALTO;FITOSANITARIOS;Insecticidas;75;2021;26,18;315,1507937;Fincas Viejas;0,094456441;75
03 - PUENTE ALTO;FITOSANITARIOS;Herbicidas;1.118;2021;26,18;10125,91834;Fincas Viejas;0,16130419;1.118
03 - PUENTE ALTO;FERTILIZANTES;Inorganicos;16.261;2021;26,18;69982,90917;Fincas Viejas;0,179840587;16.261
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;101;2021;26,18;475,8001176;Fincas Viejas;0,212815526;101
02 - CAMINO TRUNCADO;FITOSANITARIOS;Coadyuvantes;341;2021;78,5538;0;Fincas Viejas;0,581779406;341
02 - CAMINO TRUNCADO;FITOSANITARIOS;Hormonas;1.596;2021;78,5538;550,9700176;Fincas Viejas;0,54;1.596
01 - LA CHIMBERA;FITOSANITARIOS;Coadyuvantes;177;2021;40,5;0;Fincas Viejas;0,301663372;177
01 - LA CHIMBERA;FITOSANITARIOS;Hormonas;828;2021;40,5;550,9700176;Fincas Viejas;0,28;828
03 - PUENTE ALTO;FITOSANITARIOS;Hormonas;532;2021;26,18;550,9700176;Fincas Viejas;0,18;532
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;303;2021;78,5538;475,8001176;Fincas Viejas;0,637010004;303
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;71;2021;40,5;475,8001176;Fincas Viejas;0,15017447;71
02 - CAMINO TRUNCADO;FITOSANITARIOS;Fungicidas;4.092;2021;78,5538;723,2416226;Fincas Viejas;0,578299837;4.092
01 - LA CHIMBERA;FITOSANITARIOS;Fungicidas;1.816;2021;40,5;723,2416226;Fincas Viejas;0,256687062;1.816
01 - LA CHIMBERA;SECADO;Combustible Secado;9;2021;40,5;1205,284616;Fincas Viejas;0,007586791;9
03 - PUENTE ALTO;FITOSANITARIOS;Fungicidas;1.168;2021;26,18;723,2416226;Fincas Viejas;0,165013101;1.168
03 - PUENTE ALTO;FITOSANITARIOS;Coadyuvantes;68;2021;26,18;0;Fincas Viejas;0,116557222;68
03 - PUENTE ALTO;SECADO;Combustible Secado;6;2021;26,18;1205,284616;Fincas Viejas;0,004877208;6
02 - CAMINO TRUNCADO;PERSONAL FINCA;contratados;338;2021;78,5538;42807,33153;Fincas Viejas;0,008261076;338
03 - PUENTE ALTO;COSECHA;Cosecha;10.054;2021;26,18;61829,51201;Fincas Viejas;0,162610534;10.054
02 - CAMINO TRUNCADO;COSECHA;Cosecha;30.918;2021;78,5538;61829,51201;Fincas Viejas;0,50005478;30.918
02 - CAMINO TRUNCADO;SECADO;jornales secado;152;2021;78,5538;32859,93753;Fincas Viejas;0,004627714;152
02 - CAMINO TRUNCADO;SECADO;Flete Secado;930;2021;78,5538;25974,44852;Fincas Viejas;0,035786606;930
02 - CAMINO TRUNCADO;SECADO;Alquiler Maquinaria Sec;25.999;2021;78,5538;26032,66699;Fincas Viejas;0,998689192;25.999
01 - LA CHIMBERA;COSECHA;Cosecha;20.857;2021;40,5;61829,51201;Fincas Viejas;0,337334687;20.857
01 - LA CHIMBERA;SECADO;Flete Secado;17.524;2021;40,5;25974,44852;Fincas Viejas;0,674658823;17.524
01 - LA CHIMBERA;SECADO;Alquiler Maquinaria Sec;21;2021;40,5;26032,66699;Fincas Viejas;0,000797883;21
03 - PUENTE ALTO;SECADO;Flete Secado;7.521;2021;26,18;25974,44852;Fincas Viejas;0,289554571;7.521
03 - PUENTE ALTO;SECADO;Alquiler Maquinaria Sec;13;2021;26,18;26032,66699;Fincas Viejas;0,000512925;13
02 - CAMINO TRUNCADO;COSECHA;Combustible Cosecha;2.964;2021;78,5538;3485,434946;Fincas Viejas;0,850517245;2.964
01 - LA CHIMBERA;COSECHA;Combustible Cosecha;377;2021;40,5;3485,434946;Fincas Viejas;0,108166967;377
03 - PUENTE ALTO;COSECHA;Combustible Cosecha;144;2021;26,18;3485,434946;Fincas Viejas;0,041315788;144
03 - PUENTE ALTO;COSECHA;Alquiler Maquinaria Cos;4.042;2021;26,18;33316,01698;Fincas Viejas;0,121328848;4.042
02 - CAMINO TRUNCADO;COSECHA;Alquiler Maquinaria Cos;19.340;2021;78,5538;33316,01698;Fincas Viejas;0,580515707;19.340
01 - LA CHIMBERA;COSECHA;Alquiler Maquinaria Cos;9.933;2021;40,5;33316,01698;Fincas Viejas;0,298155445;9.933
02 - CAMINO TRUNCADO;COSECHA;Flete Cosecha;2.958;2021;78,5538;2957,647758;Fincas Viejas;1;2.958
02 - CAMINO TRUNCADO;ADMINISTRACION;Administracion San Juan;13.940;2022;66,0438;32186,23869;Fincas Viejas;0,433114572;13.940
02 - CAMINO TRUNCADO;FITOSANITARIOS;Insecticidas;1.025;2022;66,0438;2268,255905;Fincas Viejas;0,452050829;1.025
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;3.900;2022;66,0438;11376,43478;Fincas Viejas;0,244600944;3.900
02 - CAMINO TRUNCADO;FITOSANITARIOS;Herbicidas;6.244;2022;66,0438;17701,34907;Fincas Viejas;0,352734186;6.244
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;6.169;2022;66,0438;14555,54351;Fincas Viejas;0,423848715;6.169
02 - CAMINO TRUNCADO;SECADO;Combustible Secado;751;2022;66,0438;1914,035668;Fincas Viejas;0,392521143;751
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones Repuestos;22.804;2022;66,0438;56355,17907;Fincas Viejas;0,432047331;22.804
04 - EL ESPEJO;ADMINISTRACION;Administracion San Juan;13.222;2022;29,86;14493,32024;El Espejo;0,912306265;13.222
04 - EL ESPEJO;Energia Fincas;Energia Fincas;61.134;2022;29,86;66625,39509;El Espejo;0,917582229;61.134
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;2.659;2022;29,86;3965,549966;El Espejo;0,670468483;2.659
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;2.763;2022;29,86;3039,444857;El Espejo;0,909087386;2.763
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;5.344;2022;40,5;11376,43478;Fincas Viejas;0,335109868;5.344
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;4.178;2022;40,5;14555,54351;Fincas Viejas;0,287031087;4.178
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones Repuestos;15.907;2022;40,5;56355,17907;Fincas Viejas;0,301375302;15.907
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;3.499;2022;26,18;11376,43478;Fincas Viejas;0,219414242;3.499
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;2.947;2022;26,18;14555,54351;Fincas Viejas;0,202499892;2.947
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones Repuestos;7.751;2022;26,18;56355,17907;Fincas Viejas;0,14685791;7.751
02 - CAMINO TRUNCADO;SECADO;Jornales Secado;15.353;2022;66,0438;34302,7979;Fincas Viejas;0,447560036;15.353
02 - CAMINO TRUNCADO;PERSONAL FINCA;Contratados;26.195;2022;66,0438;50924,80201;Fincas Viejas;0,514384158;26.195
04 - EL ESPEJO;INVERSIONES;Inversiones;30.877;2022;29,86;34828,98856;El Espejo;0,699605967;30.877
03 - PUENTE ALTO;INVERSIONES;Inversiones;6.926;2022;26,18;36588,28655;Fincas Viejas;0,194593546;6.926
02 - CAMINO TRUNCADO;PERSONAL FINCA;Permanentes;53.261;2022;66,0438;114796,9447;Fincas Viejas;0,463959026;53.261
02 - CAMINO TRUNCADO;PERSONAL FINCA;Direccion Tecnica;6.311;2022;66,0438;13813,56488;Fincas Viejas;0,45686679;6.311
01 - LA CHIMBERA;PERSONAL FINCA;Contratados;18.160;2022;40,5;50924,80201;Fincas Viejas;0,356607131;18.160
01 - LA CHIMBERA;Energia Fincas;Energia Fincas;9.364;2022;40,5;20038,83431;Fincas Viejas;0,467292328;9.364
01 - LA CHIMBERA;ADMINISTRACION;Administracion San Juan;9.143;2022;40,5;32186,23869;Fincas Viejas;0,284066426;9.143
01 - LA CHIMBERA;PERSONAL FINCA;Direccion Tecnica;3.787;2022;40,5;13813,56488;Fincas Viejas;0,274120072;3.787
03 - PUENTE ALTO;PERSONAL FINCA;Encargados;7.252;2022;26,18;25139,66112;Fincas Viejas;0,288484094;7.252
03 - PUENTE ALTO;ADMINISTRACION;Administracion San Juan;6.065;2022;26,18;32186,23869;Fincas Viejas;0,188444078;6.065
03 - PUENTE ALTO;PERSONAL FINCA;Direccion Tecnica;2.524;2022;26,18;13813,56488;Fincas Viejas;0,182746718;2.524
01 - LA CHIMBERA;FITOSANITARIOS;Insecticidas;836;2022;40,5;2268,255905;Fincas Viejas;0,368676165;836
03 - PUENTE ALTO;FITOSANITARIOS;Insecticidas;407;2022;26,18;2268,255905;Fincas Viejas;0,179273006;407
02 - CAMINO TRUNCADO;ADMINISTRACION;Administracion Rosario;17.529;2022;66,0438;44346,5379;Fincas Viejas;0,395262934;17.529
03 - PUENTE ALTO;ADMINISTRACION;Administracion Rosario;7.512;2022;26,18;44346,5379;Fincas Viejas;0,1693984;7.512
01 - LA CHIMBERA;ADMINISTRACION;Administracion Rosario;11.268;2022;40,5;44346,5379;Fincas Viejas;0,2540976;11.268
04 - EL ESPEJO;ADMINISTRACION;Administracion Rosario;26.293;2022;29,86;32113,0102;El Espejo;0,818758934;26.293
02 - CAMINO TRUNCADO;PERSONAL FINCA;Cargas Sociales;14.563;2022;66,0438;32713,69001;Fincas Viejas;0,44515196;14.563
01 - LA CHIMBERA;PERSONAL FINCA;Cargas Sociales;8.632;2022;40,5;32713,69001;Fincas Viejas;0,263863861;8.632
03 - PUENTE ALTO;PERSONAL FINCA;Cargas Sociales;6.308;2022;26,18;32713,69001;Fincas Viejas;0,192838578;6.308
04 - EL ESPEJO;PERSONAL FINCA;Cargas Sociales;11.433;2022;29,86;12338,74239;El Espejo;0,926614951;11.433
02 - CAMINO TRUNCADO;PERSONAL FINCA;Encargados;8.988;2022;66,0438;25139,66112;Fincas Viejas;0,357513225;8.988
01 - LA CHIMBERA;PERSONAL FINCA;Encargados;6.625;2022;40,5;25139,66112;Fincas Viejas;0,263519894;6.625
04 - EL ESPEJO;PERSONAL FINCA;Encargados;5.758;2022;29,86;6889,231353;El Espejo;0,835864327;5.758
01 - LA CHIMBERA;PERSONAL FINCA;Permanentes;33.695;2022;40,5;114796,9447;Fincas Viejas;0,293521216;33.695
03 - PUENTE ALTO;PERSONAL FINCA;Permanentes;21.568;2022;26,18;114796,9447;Fincas Viejas;0,18787724;21.568
